"","ERR","IP","REF","SID","UID","LOC","TM","URL","DUR","BT","BL","LT","VID","CDNID","NETNAME"
"62","20315","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:013","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"63","208015","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:013","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"64","20315","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:014","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"65","204000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:028","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"66","401000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:037","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"67","403000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:038","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"68","100000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:045","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"69","204000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:045","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"70","204000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:045","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"71","100000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:050","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"72","100000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:050","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"73","20315","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:051","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"74","20315","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:051","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"75","20315","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:051","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"76","204000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:051","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"77","204000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:051","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"78","208015","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:26:051","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"79","204000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:27:006","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"80","401000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:27:010","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"81","403000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:27:010","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"82","403000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:27:010","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"83","403000","114.83.122.88","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1426850981225_wrfk7k2784","ips.ifeng.com","2015-05-31 05:27:011","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",0,0,0,170512,"vNsPlayer_nsvp1.0.18","#","#"
"84","303000","125.211.30.18","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","4FA8070A2DB9E057B6588B46F546B631A%E5%86%B7%E8%A1%80%E7%8B%82%E5%88%80A","1432347105444_zboxug8974","ips.ifeng.com","2015-05-31 05:34:001","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F22%2F3334360-102-008-1242.mp4",294,20342085,14386432,264266,"vNsPlayer_nsvp1.0.18","#","#"
"85","402000","125.211.30.18","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","4FA8070A2DB9E057B6588B46F546B631A%E5%86%B7%E8%A1%80%E7%8B%82%E5%88%80A","1432347105444_zboxug8974","ips.ifeng.com","2015-05-31 05:37:000","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F22%2F3334360-102-008-1242.mp4",294,20342085,20342085,443297,"vNsPlayer_nsvp1.0.18","#","#"
"86","302000","58.46.1.94","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fbaipishu%2Findex.shtml%3F_v_www4%2301eb5779-2b85-46f4-a634-94de421a6e20","#","1433113404944_og1z4h1127","ips.ifeng.com","2015-05-31 05:02:026","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F31%2F3350552-102-008-1208.mp4",211,14633714,105777,1312,"vNsPlayer_nsvp1.0.18","#","#"
"87","303000","58.46.1.94","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fbaipishu%2Findex.shtml%3F_v_www4%2301eb5779-2b85-46f4-a634-94de421a6e20","#","1433113404944_og1z4h1127","ips.ifeng.com","2015-05-31 05:02:026","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F31%2F3350552-102-008-1208.mp4",211,14633714,241297,1434,"vNsPlayer_nsvp1.0.18","#","#"
"88","5000000","58.46.1.94","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fbaipishu%2Findex.shtml%3F_v_www4%2301eb5779-2b85-46f4-a634-94de421a6e20","#","1433113404944_og1z4h1127","ips.ifeng.com","2015-05-31 05:02:026","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F31%2F3350552-102-008-1208.mp4",211,14633714,1044225,2096,"vNsPlayer_nsvp1.0.18","#","#"
"89","5000005","58.46.1.94","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fbaipishu%2Findex.shtml%3F_v_www4%2301eb5779-2b85-46f4-a634-94de421a6e20","#","1433113404944_og1z4h1127","ips.ifeng.com","2015-05-31 05:02:030","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F31%2F3350552-102-008-1208.mp4",211,14633714,1658912,6102,"vNsPlayer_nsvp1.0.18","#","#"
"90","601000","58.46.1.94","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fbaipishu%2Findex.shtml%3F_v_www4%2301eb5779-2b85-46f4-a634-94de421a6e20","#","1433113404944_og1z4h1127","ips.ifeng.com","2015-05-31 05:02:030","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F31%2F3350552-102-008-1208.mp4",211,14633714,1658912,6102,"vNsPlayer_nsvp1.0.18","#","#"
"91","602000","58.46.1.94","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fbaipishu%2Findex.shtml%3F_v_www4%2301eb5779-2b85-46f4-a634-94de421a6e20","#","1433113404944_og1z4h1127","ips.ifeng.com","2015-05-31 05:02:030","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F31%2F3350552-102-008-1208.mp4",211,14633714,1658912,6102,"vNsPlayer_nsvp1.0.18","#","#"
"92","204000","58.46.1.94","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fbaipishu%2Findex.shtml%3F_v_www4%2301eb5779-2b85-46f4-a634-94de421a6e20","#","1433113404944_og1z4h1127","ips.ifeng.com","2015-05-31 05:02:036","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F31%2F3350552-102-008-1208.mp4",211,14633714,1994784,11948,"vNsPlayer_nsvp1.0.18","#","#"
"93","1093125","60.191.246.86","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1433117618250_ehg7xf3607","#","2015-05-31 05:26:005","#",0,0,0,0,"vNsPlayer_nsvp1.0.18","#","#"
"94","3000000","60.191.246.86","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1433117618250_ehg7xf3607","#","2015-05-31 05:26:009","#",0,0,0,0,"vNsPlayer_nsvp1.0.18","#","#"
"95","20315","60.191.246.86","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1433117618250_ehg7xf3607","#","2015-05-31 05:26:010","#",0,0,0,0,"vNsPlayer_nsvp1.0.18","#","#"
"96","20315","60.191.246.86","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1433117618250_ehg7xf3607","#","2015-05-31 05:26:010","#",0,0,0,0,"vNsPlayer_nsvp1.0.18","#","#"
"97","208015","60.191.246.86","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1433117618250_ehg7xf3607","#","2015-05-31 05:26:010","#",0,0,0,0,"vNsPlayer_nsvp1.0.18","#","#"
"98","20315","60.191.246.86","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1433117618250_ehg7xf3607","#","2015-05-31 05:26:011","#",0,0,0,0,"vNsPlayer_nsvp1.0.18","#","#"
"99","3000004","60.191.246.86","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1433117618250_ehg7xf3607","#","2015-05-31 05:26:014","#",0,0,0,0,"vNsPlayer_nsvp1.0.18","#","#"
"100","3000001","60.191.246.86","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1433117618250_ehg7xf3607","ips.ifeng.com","2015-05-31 05:26:018","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",167,0,0,2109,"vNsPlayer_nsvp1.0.18","#","#"
"101","4000000","60.191.246.86","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1433117618250_ehg7xf3607","ips.ifeng.com","2015-05-31 05:26:018","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",167,0,0,2109,"vNsPlayer_nsvp1.0.18","#","#"
"102","302000","60.191.246.86","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1433117618250_ehg7xf3607","ips.ifeng.com","2015-05-31 05:26:020","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",167,8721808,89522,4687,"vNsPlayer_nsvp1.0.18","#","#"
"103","303000","60.191.246.86","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1433117618250_ehg7xf3607","ips.ifeng.com","2015-05-31 05:26:021","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",167,8721808,150338,5344,"vNsPlayer_nsvp1.0.18","#","#"
"104","4000001","60.191.246.86","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1433117618250_ehg7xf3607","ips.ifeng.com","2015-05-31 05:26:023","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",167,8721808,150338,7125,"vNsPlayer_nsvp1.0.18","#","#"
"105","204000","60.191.246.86","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1433117618250_ehg7xf3607","ips.ifeng.com","2015-05-31 05:26:026","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",167,8721808,694786,10547,"vNsPlayer_nsvp1.0.18","#","#"
"106","4000004","60.191.246.86","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fzmljd%2Findex.shtml%3F_v_rec2%2301e09475-6eb3-4f18-9142-b7e75e3f5a80","#","1433117618250_ehg7xf3607","ips.ifeng.com","2015-05-31 05:26:027","http%3A%2F%2Fips.ifeng.com%2Fvideo19.ifeng.com%2Fvideo09%2F2015%2F05%2F30%2F3349831-102-008-2017.mp4",167,8721808,694786,11250,"vNsPlayer_nsvp1.0.18","#","#"
