P_ID,USER_ID,TIME
"6902","U6902","2014-09-30 14:55:15"
"6903","U6903","2014-09-30 14:55:15"
"6904","U6904","2014-09-30 14:55:15"
"6905","U6905","2014-09-30 14:55:15"
"6906","U6906","2014-09-30 14:55:15"
"6907","U6907","2014-09-30 14:55:15"
"6908","U6908","2014-09-30 14:55:15"
"6909","U6909","2014-09-30 14:55:15"
"6910","U6910","2014-09-30 14:55:15"
"6911","U6911","2014-09-30 14:55:15"
"6912","U6912","2014-09-30 14:55:15"
"6913","U6913","2014-09-30 14:55:15"
"6914","U6914","2014-09-30 14:55:15"
"6915","U6915","2014-09-30 14:55:15"
"6916","U6916","2014-09-30 14:55:15"
"6917","U6917","2014-09-30 14:55:15"
"6918","U6918","2014-09-30 14:55:15"
"6919","U6919","2014-09-30 14:55:15"
"6920","U6920","2014-09-30 14:55:15"
"6921","U6921","2014-09-30 14:55:15"
"6922","U6922","2014-09-30 14:55:15"
"6923","U6923","2014-09-30 14:55:15"
"6924","U6924","2014-09-30 14:55:15"
"6925","U6925","2014-09-30 14:55:15"
"6926","U6926","2014-09-30 14:55:15"
"6927","U6927","2014-09-30 14:55:15"
"6928","U6928","2014-09-30 14:55:15"
"6929","U6929","2014-09-30 14:55:15"
"6930","U6930","2014-09-30 14:55:15"
"6931","U6931","2014-09-30 14:55:15"
"6932","U6932","2014-09-30 14:55:15"
"6933","U6933","2014-09-30 14:55:15"
"6934","U6934","2014-09-30 14:55:15"
"6935","U6935","2014-09-30 14:55:15"
"6936","U6936","2014-09-30 14:55:15"
"6937","U6937","2014-09-30 14:55:15"
"6938","U6938","2014-09-30 14:55:15"
"6939","U6939","2014-09-30 14:55:15"
"6940","U6940","2014-09-30 14:55:15"
"6941","U6941","2014-09-30 14:55:15"
"6942","U6942","2014-09-30 14:55:15"
"6943","U6943","2014-09-30 14:55:15"
"6944","U6944","2014-09-30 14:55:15"
"6945","U6945","2014-09-30 14:55:15"
"6946","U6946","2014-09-30 14:55:15"
"6947","U6947","2014-09-30 14:55:15"
"6948","U6948","2014-09-30 14:55:15"
"6949","U6949","2014-09-30 14:55:15"
"6950","U6950","2014-09-30 14:55:15"
"6951","U6951","2014-09-30 14:55:15"
"6952","U6952","2014-09-30 14:55:15"
"6953","U6953","2014-09-30 14:55:15"
"6954","U6954","2014-09-30 14:55:15"
"6955","U6955","2014-09-30 14:55:15"
"6956","U6956","2014-09-30 14:55:15"
"6957","U6957","2014-09-30 14:55:15"
"6958","U6958","2014-09-30 14:55:15"
"6959","U6959","2014-09-30 14:55:15"
"6960","U6960","2014-09-30 14:55:15"
"6961","U6961","2014-09-30 14:55:15"
"6962","U6962","2014-09-30 14:55:15"
"6963","U6963","2014-09-30 14:55:15"
"6964","U6964","2014-09-30 14:55:15"
"6965","U6965","2014-09-30 14:55:15"
"6966","U6966","2014-09-30 14:55:15"
"6967","U6967","2014-09-30 14:55:15"
"6968","U6968","2014-09-30 14:55:15"
"6969","U6969","2014-09-30 14:55:15"
"6970","U6970","2014-09-30 14:55:15"
"6971","U6971","2014-09-30 14:55:15"
"6972","U6972","2014-09-30 14:55:15"
"6973","U6973","2014-09-30 14:55:15"
"6974","U6974","2014-09-30 14:55:15"
"6975","U6975","2014-09-30 14:55:15"
"6976","U6976","2014-09-30 14:55:15"
"6977","U6977","2014-09-30 14:55:15"
"6978","U6978","2014-09-30 14:55:15"
"6979","U6979","2014-09-30 14:55:15"
"6980","U6980","2014-09-30 14:55:15"
"6981","U6981","2014-09-30 14:55:15"
"6982","U6982","2014-09-30 14:55:15"
"6983","U6983","2014-09-30 14:55:15"
"6984","U6984","2014-09-30 14:55:15"
"6985","U6985","2014-09-30 14:55:15"
"6986","U6986","2014-09-30 14:55:15"
"6987","U6987","2014-09-30 14:55:15"
"6988","U6988","2014-09-30 14:55:15"
"6989","U6989","2014-09-30 14:55:15"
"6990","U6990","2014-09-30 14:55:15"
"6991","U6991","2014-09-30 14:55:15"
"6992","U6992","2014-09-30 14:55:15"
"6993","U6993","2014-09-30 14:55:15"
"6994","U6994","2014-09-30 14:55:15"
"6995","U6995","2014-09-30 14:55:15"
"6996","U6996","2014-09-30 14:55:15"
"6997","U6997","2014-09-30 14:55:15"
"6998","U6998","2014-09-30 14:55:15"
"6999","U6999","2014-09-30 14:55:15"
"7000","U7000","2014-09-30 14:55:15"
"7001","U7001","2014-09-30 14:55:15"
"7002","U7002","2014-09-30 14:55:15"
"7003","U7003","2014-09-30 14:55:15"
"7004","U7004","2014-09-30 14:55:15"
"7005","U7005","2014-09-30 14:55:15"
"7006","U7006","2014-09-30 14:55:15"
"7007","U7007","2014-09-30 14:55:15"
"7008","U7008","2014-09-30 14:55:15"
"7009","U7009","2014-09-30 14:55:15"
"7010","U7010","2014-09-30 14:55:15"
"7011","U7011","2014-09-30 14:55:15"
"7012","U7012","2014-09-30 14:55:15"
"7013","U7013","2014-09-30 14:55:15"
"7014","U7014","2014-09-30 14:55:15"
"7015","U7015","2014-09-30 14:55:15"
"7016","U7016","2014-09-30 14:55:15"
"7017","U7017","2014-09-30 14:55:15"
"7018","U7018","2014-09-30 14:55:15"
"7019","U7019","2014-09-30 14:55:15"
"7020","U7020","2014-09-30 14:55:15"
"7021","U7021","2014-09-30 14:55:15"
"7022","U7022","2014-09-30 14:55:15"
"7023","U7023","2014-09-30 14:55:15"
"7024","U7024","2014-09-30 14:55:15"
"7025","U7025","2014-09-30 14:55:15"
"7026","U7026","2014-09-30 14:55:15"
"7027","U7027","2014-09-30 14:55:15"
"7028","U7028","2014-09-30 14:55:15"
"7029","U7029","2014-09-30 14:55:15"
"7030","U7030","2014-09-30 14:55:15"
"7031","U7031","2014-09-30 14:55:15"
"7032","U7032","2014-09-30 14:55:15"
"7033","U7033","2014-09-30 14:55:15"
"7034","U7034","2014-09-30 14:55:15"
"7035","U7035","2014-09-30 14:38:52"
"7036","U7036","2014-09-30 14:56:12"
"7037","U7037","2014-09-30 14:56:12"
"7038","U7038","2014-09-30 14:56:12"
"7039","U7039","2014-09-30 14:56:12"
"7040","U7040","2014-09-30 14:56:12"
"7041","U7041","2014-09-30 14:56:12"
"7042","U7042","2014-09-30 14:56:12"
"7043","U7043","2014-09-30 14:56:12"
"7044","U7044","2014-09-30 14:56:12"
"7045","U7045","2014-09-30 14:56:12"
"7046","U7046","2014-09-30 14:56:12"
"7047","U7047","2014-09-30 14:56:12"
"7048","U7048","2014-09-30 14:56:12"
"7049","U7049","2014-09-30 14:56:12"
"7050","U7050","2014-09-30 14:56:12"
"7051","U7051","2014-09-30 14:56:12"
"7052","U7052","2014-09-30 14:56:12"
"7053","U7053","2014-09-30 14:56:12"
"7054","U7054","2014-09-30 14:56:12"
"7055","U7055","2014-09-30 14:56:12"
"7056","U7056","2014-09-30 14:56:12"
"7057","U7057","2014-09-30 14:56:12"
"7058","U7058","2014-09-30 14:56:12"
"7059","U7059","2014-09-30 14:56:12"
"7060","U7060","2014-09-30 14:56:12"
"7061","U7061","2014-09-30 14:56:12"
"7062","U7062","2014-09-30 14:56:12"
"7063","U7063","2014-09-30 14:56:12"
"7064","U7064","2014-09-30 14:56:12"
"7065","U7065","2014-09-30 14:56:12"
"7066","U7066","2014-09-30 14:56:12"
"7067","U7067","2014-09-30 14:56:12"
"7068","U7068","2014-09-30 14:56:12"
"7069","U7069","2014-09-30 14:56:12"
"7070","U7070","2014-09-30 14:56:12"
"7071","U7071","2014-09-30 14:56:12"
"7072","U7072","2014-09-30 14:56:12"
"7073","U7073","2014-09-30 14:56:12"
"7074","U7074","2014-09-30 14:56:12"
"7075","U7075","2014-09-30 14:56:12"
"7076","U7076","2014-09-30 14:56:12"
"7077","U7077","2014-09-30 14:56:12"
"7078","U7078","2014-09-30 14:56:12"
"7079","U7079","2014-09-30 14:56:12"
"7080","U7080","2014-09-30 14:56:12"
"7081","U7081","2014-09-30 14:56:12"
"7082","U7082","2014-09-30 14:56:12"
"7083","U7083","2014-09-30 14:56:12"
"7084","U7084","2014-09-30 14:56:12"
"7085","U7085","2014-09-30 14:56:12"
"7086","U7086","2014-09-30 14:56:12"
"7087","U7087","2014-09-30 14:56:12"
"7088","U7088","2014-09-30 14:56:12"
"7089","U7089","2014-09-30 14:56:12"
"7090","U7090","2014-09-30 14:56:12"
"7091","U7091","2014-09-30 14:56:12"
"7092","U7092","2014-09-30 14:56:12"
"7093","U7093","2014-09-30 14:56:12"
"7094","U7094","2014-09-30 14:56:12"
"7095","U7095","2014-09-30 14:56:12"
"7096","U7096","2014-09-30 14:56:12"
"7097","U7097","2014-09-30 14:56:12"
"7098","U7098","2014-09-30 14:56:12"
"7099","U7099","2014-09-30 14:56:12"
"7100","U7100","2014-09-30 14:56:12"
"7101","U7101","2014-09-30 14:56:12"
"7102","U7102","2014-09-30 14:56:12"
"7103","U7103","2014-09-30 14:56:12"
"7104","U7104","2014-09-30 14:56:12"
"7105","U7105","2014-09-30 14:56:12"
"7106","U7106","2014-09-30 14:56:12"
"7107","U7107","2014-09-30 14:56:12"
"7108","U7108","2014-09-30 14:56:12"
"7109","U7109","2014-09-30 14:56:12"
"7110","U7110","2014-09-30 14:56:12"
"7111","U7111","2014-09-30 14:56:12"
"7112","U7112","2014-09-30 14:56:12"
"7113","U7113","2014-09-30 14:56:12"
"7114","U7114","2014-09-30 14:56:12"
"7115","U7115","2014-09-30 14:56:12"
"7116","U7116","2014-09-30 14:56:12"
"7117","U7117","2014-09-30 14:56:12"
"7118","U7118","2014-09-30 14:56:12"
"7119","U7119","2014-09-30 14:56:12"
"7120","U7120","2014-09-30 14:56:12"
"7121","U7121","2014-09-30 14:56:12"
"7122","U7122","2014-09-30 14:56:12"
"7123","U7123","2014-09-30 14:56:12"
"7124","U7124","2014-09-30 14:56:12"
"7125","U7125","2014-09-30 14:56:12"
"7126","U7126","2014-09-30 14:56:12"
"7127","U7127","2014-09-30 14:56:12"
"7128","U7128","2014-09-30 14:56:12"
"7129","U7129","2014-09-30 14:56:12"
"7130","U7130","2014-09-30 14:56:12"
"7131","U7131","2014-09-30 14:56:12"
"7132","U7132","2014-09-30 14:56:12"
"7133","U7133","2014-09-30 14:56:12"
"7134","U7134","2014-09-30 14:56:12"
"7135","U7135","2014-09-30 14:56:12"
"7136","U7136","2014-09-30 14:56:12"
"7137","U7137","2014-09-30 14:56:12"
"7138","U7138","2014-09-30 14:56:12"
"7139","U7139","2014-09-30 14:56:12"
"7140","U7140","2014-09-30 14:56:12"
"7141","U7141","2014-09-30 14:56:12"
"7142","U7142","2014-09-30 14:56:12"
"7143","U7143","2014-09-30 14:56:12"
"7144","U7144","2014-09-30 14:56:12"
"7145","U7145","2014-09-30 14:56:12"
"7146","U7146","2014-09-30 14:56:12"
"7147","U7147","2014-09-30 14:56:12"
"7148","U7148","2014-09-30 14:56:12"
"7149","U7149","2014-09-30 14:56:12"
"7150","U7150","2014-09-30 14:56:12"
"7151","U7151","2014-09-30 14:56:12"
"7152","U7152","2014-09-30 14:56:12"
"7153","U7153","2014-09-30 14:56:12"
"7154","U7154","2014-09-30 14:56:12"
"7155","U7155","2014-09-30 14:56:12"
"7156","U7156","2014-09-30 14:56:12"
"7157","U7157","2014-09-30 14:56:12"
"7158","U7158","2014-09-30 14:56:12"
"7159","U7159","2014-09-30 14:56:12"
"7160","U7160","2014-09-30 14:56:12"
"7161","U7161","2014-09-30 14:56:12"
"7162","U7162","2014-09-30 14:56:12"
"7163","U7163","2014-09-30 14:56:12"
"7164","U7164","2014-09-30 14:56:12"
"7165","U7165","2014-09-30 14:56:12"
"7166","U7166","2014-09-30 14:56:12"
"7167","U7167","2014-09-30 14:56:12"
"7168","U7168","2014-09-30 14:56:12"
"7169","U7169","2014-09-30 14:56:12"
"7170","U7170","2014-09-30 14:56:12"
"7171","U7171","2014-09-30 14:56:12"
"7172","U7172","2014-09-30 14:56:12"
"7173","U7173","2014-09-30 14:56:12"
"7174","U7174","2014-09-30 14:56:12"
"7175","U7175","2014-09-30 14:56:12"
"7176","U7176","2014-09-30 14:56:12"
"7177","U7177","2014-09-30 14:56:12"
"7178","U7178","2014-09-30 14:56:12"
"7179","U7179","2014-09-30 14:56:12"
"7180","U7180","2014-09-30 14:56:12"
"7181","U7181","2014-09-30 14:56:12"
"7182","U7182","2014-09-30 14:56:12"
"7183","U7183","2014-09-30 14:56:12"
"7184","U7184","2014-09-30 14:56:12"
"7185","U7185","2014-09-30 14:56:12"
"7186","U7186","2014-09-30 14:56:12"
"7187","U7187","2014-09-30 14:56:12"
"7188","U7188","2014-09-30 14:56:12"
"7189","U7189","2014-09-30 14:56:12"
"7190","U7190","2014-09-30 14:56:12"
"7191","U7191","2014-09-30 14:56:12"
"7192","U7192","2014-09-30 14:56:12"
"7193","U7193","2014-09-30 14:56:12"
"7194","U7194","2014-09-30 14:56:12"
"7195","U7195","2014-09-30 14:56:12"
"7196","U7196","2014-09-30 14:56:12"
"7197","U7197","2014-09-30 14:56:12"
"7198","U7198","2014-09-30 14:56:12"
"7199","U7199","2014-09-30 14:56:12"
"7200","U7200","2014-09-30 14:56:12"
"7201","U7201","2014-09-30 14:56:12"
"7202","U7202","2014-09-30 14:56:12"
"7203","U7203","2014-09-30 14:56:12"
"7204","U7204","2014-09-30 14:56:12"
"7205","U7205","2014-09-30 14:56:12"
"7206","U7206","2014-09-30 14:56:12"
"7207","U7207","2014-09-30 14:56:12"
"7208","U7208","2014-09-30 14:56:12"
"7209","U7209","2014-09-30 14:56:12"
"7210","U7210","2014-09-30 14:56:12"
"7211","U7211","2014-09-30 14:56:12"
"7212","U7212","2014-09-30 14:56:12"
"7213","U7213","2014-09-30 14:56:12"
"7214","U7214","2014-09-30 14:56:12"
"7215","U7215","2014-09-30 14:56:12"
"7216","U7216","2014-09-30 14:56:12"
"7217","U7217","2014-09-30 14:56:12"
"7218","U7218","2014-09-30 14:56:12"
"7219","U7219","2014-09-30 14:56:12"
"7220","U7220","2014-09-30 14:56:12"
"7221","U7221","2014-09-30 14:56:12"
"7222","U7222","2014-09-30 14:56:12"
"7223","U7223","2014-09-30 14:56:12"
"7224","U7224","2014-09-30 14:56:12"
"7225","U7225","2014-09-30 14:56:12"
"7226","U7226","2014-09-30 14:56:12"
"7227","U7227","2014-09-30 14:56:12"
"7228","U7228","2014-09-30 14:56:12"
"7229","U7229","2014-09-30 14:56:12"
"7230","U7230","2014-09-30 14:56:12"
"7231","U7231","2014-09-30 14:56:12"
"7232","U7232","2014-09-30 14:56:12"
"7233","U7233","2014-09-30 14:56:12"
"7234","U7234","2014-09-30 14:56:12"
"7235","U7235","2014-09-30 14:56:12"
"7236","U7236","2014-09-30 14:56:12"
"7237","U7237","2014-09-30 14:56:12"
"7238","U7238","2014-09-30 14:56:12"
"7239","U7239","2014-09-30 14:56:12"
"7240","U7240","2014-09-30 14:56:12"
"7241","U7241","2014-09-30 14:56:12"
"7242","U7242","2014-09-30 14:56:12"
"7243","U7243","2014-09-30 14:56:12"
"7244","U7244","2014-09-30 14:56:12"
"7245","U7245","2014-09-30 14:56:12"
"7246","U7246","2014-09-30 14:56:12"
"7247","U7247","2014-09-30 14:56:12"
"7248","U7248","2014-09-30 14:56:12"
"7249","U7249","2014-09-30 14:56:12"
"7250","U7250","2014-09-30 14:56:12"
"7251","U7251","2014-09-30 14:56:12"
"7252","U7252","2014-09-30 14:56:12"
"7253","U7253","2014-09-30 14:56:12"
"7254","U7254","2014-09-30 14:56:12"
"7255","U7255","2014-09-30 14:56:12"
"7256","U7256","2014-09-30 14:56:12"
"7257","U7257","2014-09-30 14:56:12"
"7258","U7258","2014-09-30 14:56:12"
"7259","U7259","2014-09-30 14:56:12"
"7260","U7260","2014-09-30 14:56:12"
"7261","U7261","2014-09-30 14:56:12"
"7262","U7262","2014-09-30 14:56:12"
"7263","U7263","2014-09-30 14:56:12"
"7264","U7264","2014-09-30 14:56:12"
"7265","U7265","2014-09-30 14:56:12"
"7266","U7266","2014-09-30 14:56:12"
"7267","U7267","2014-09-30 14:56:12"
"7268","U7268","2014-09-30 14:56:12"
"7269","U7269","2014-09-30 14:56:12"
"7270","U7270","2014-09-30 14:56:12"
"7271","U7271","2014-09-30 14:56:12"
"7272","U7272","2014-09-30 14:56:12"
"7273","U7273","2014-09-30 14:56:12"
"7274","U7274","2014-09-30 14:56:12"
"7275","U7275","2014-09-30 14:56:12"
"7276","U7276","2014-09-30 14:56:12"
"7277","U7277","2014-09-30 14:56:12"
"7278","U7278","2014-09-30 14:56:12"
"7279","U7279","2014-09-30 14:56:12"
"7280","U7280","2014-09-30 14:56:12"
"7281","U7281","2014-09-30 14:56:12"
"7282","U7282","2014-09-30 14:56:12"
"7283","U7283","2014-09-30 14:56:12"
"7284","U7284","2014-09-30 14:56:12"
"7285","U7285","2014-09-30 14:56:12"
"7286","U7286","2014-09-30 14:56:12"
"7287","U7287","2014-09-30 14:56:12"
"7288","U7288","2014-09-30 14:56:12"
"7289","U7289","2014-09-30 14:56:12"
"7290","U7290","2014-09-30 14:56:12"
"7291","U7291","2014-09-30 14:56:12"
"7292","U7292","2014-09-30 14:56:12"
"7293","U7293","2014-09-30 14:56:12"
"7294","U7294","2014-09-30 14:56:12"
"7295","U7295","2014-09-30 14:56:12"
"7296","U7296","2014-09-30 14:56:12"
"7297","U7297","2014-09-30 14:56:12"
"7298","U7298","2014-09-30 14:56:12"
"7299","U7299","2014-09-30 14:56:12"
"7300","U7300","2014-09-30 14:56:12"
"7301","U7301","2014-09-30 14:56:12"
"7302","U7302","2014-09-30 14:56:12"
"7303","U7303","2014-09-30 14:56:12"
"7304","U7304","2014-09-30 14:56:12"
"7305","U7305","2014-09-30 14:56:12"
"7306","U7306","2014-09-30 14:56:12"
"7307","U7307","2014-09-30 14:56:12"
"7308","U7308","2014-09-30 14:56:12"
"7309","U7309","2014-09-30 14:56:12"
"7310","U7310","2014-09-30 14:56:12"
"7311","U7311","2014-09-30 14:56:12"
"7312","U7312","2014-09-30 14:56:12"
"7313","U7313","2014-09-30 14:56:12"
"7314","U7314","2014-09-30 14:56:12"
"7315","U7315","2014-09-30 14:56:12"
"7316","U7316","2014-09-30 14:56:12"
"7317","U7317","2014-09-30 14:56:12"
"7318","U7318","2014-09-30 14:56:12"
"7319","U7319","2014-09-30 14:56:12"
"7320","U7320","2014-09-30 14:56:12"
"7321","U7321","2014-09-30 14:56:12"
"7322","U7322","2014-09-30 14:56:12"
"7323","U7323","2014-09-30 14:56:12"
"7324","U7324","2014-09-30 14:56:12"
"7325","U7325","2014-09-30 14:56:12"
"7326","U7326","2014-09-30 14:56:12"
"7327","U7327","2014-09-30 14:56:12"
"7328","U7328","2014-09-30 14:56:12"
"7329","U7329","2014-09-30 14:56:12"
"7330","U7330","2014-09-30 14:56:12"
"7331","U7331","2014-09-30 14:56:12"
"7332","U7332","2014-09-30 14:56:12"
"7333","U7333","2014-09-30 14:56:12"
"7334","U7334","2014-09-30 14:56:12"
"7335","U7335","2014-09-30 14:56:12"
"7336","U7336","2014-09-30 14:56:12"
"7337","U7337","2014-09-30 14:56:12"
"7338","U7338","2014-09-30 14:56:12"
"7339","U7339","2014-09-30 14:56:12"
"7340","U7340","2014-09-30 14:56:12"
"7341","U7341","2014-09-30 14:56:12"
"7342","U7342","2014-09-30 14:56:12"
"7343","U7343","2014-09-30 14:56:12"
"7344","U7344","2014-09-30 14:56:12"
"7345","U7345","2014-09-30 14:56:12"
"7346","U7346","2014-09-30 14:56:12"
"7347","U7347","2014-09-30 14:56:12"
"7348","U7348","2014-09-30 14:56:12"
"7349","U7349","2014-09-30 14:56:12"
"7350","U7350","2014-09-30 14:56:12"
"7351","U7351","2014-09-30 14:56:12"
"7352","U7352","2014-09-30 14:56:12"
"7353","U7353","2014-09-30 14:56:12"
"7354","U7354","2014-09-30 14:56:12"
"7355","U7355","2014-09-30 14:56:12"
"7356","U7356","2014-09-30 14:56:12"
"7357","U7357","2014-09-30 14:56:12"
"7358","U7358","2014-09-30 14:56:12"
"7359","U7359","2014-09-30 14:56:12"
"7360","U7360","2014-09-30 14:56:12"
"7361","U7361","2014-09-30 14:56:12"
"7362","U7362","2014-09-30 14:56:12"
"7363","U7363","2014-09-30 14:56:12"
"7364","U7364","2014-09-30 14:56:12"
"7365","U7365","2014-09-30 14:56:12"
"7366","U7366","2014-09-30 14:56:12"
"7367","U7367","2014-09-30 14:56:12"
"7368","U7368","2014-09-30 14:56:12"
"7369","U7369","2014-09-30 14:56:12"
"7370","U7370","2014-09-30 14:56:12"
"7371","U7371","2014-09-30 14:56:12"
"7372","U7372","2014-09-30 14:56:12"
"7373","U7373","2014-09-30 14:56:12"
"7374","U7374","2014-09-30 14:56:12"
"7375","U7375","2014-09-30 14:56:12"
"7376","U7376","2014-09-30 14:56:12"
"7377","U7377","2014-09-30 14:56:12"
"7378","U7378","2014-09-30 14:56:12"
"7379","U7379","2014-09-30 14:56:12"
"7380","U7380","2014-09-30 14:56:12"
"7381","U7381","2014-09-30 14:56:12"
"7382","U7382","2014-09-30 14:56:12"
"7383","U7383","2014-09-30 14:56:12"
"7384","U7384","2014-09-30 14:56:12"
"7385","U7385","2014-09-30 14:56:12"
"7386","U7386","2014-09-30 14:56:12"
"7387","U7387","2014-09-30 14:56:12"
"7388","U7388","2014-09-30 14:56:12"
"7389","U7389","2014-09-30 14:56:12"
"7390","U7390","2014-09-30 14:56:12"
"7391","U7391","2014-09-30 14:56:12"
"7392","U7392","2014-09-30 14:56:12"
"7393","U7393","2014-09-30 14:56:12"
"7394","U7394","2014-09-30 14:56:12"
"7395","U7395","2014-09-30 14:56:12"
"7396","U7396","2014-09-30 14:56:12"
"7397","U7397","2014-09-30 14:56:12"
"7398","U7398","2014-09-30 14:56:12"
"7399","U7399","2014-09-30 14:56:12"
"7400","U7400","2014-09-30 14:56:12"
"7401","U7401","2014-09-30 14:56:12"
"7402","U7402","2014-09-30 14:56:12"
"7403","U7403","2014-09-30 14:56:12"
"7404","U7404","2014-09-30 14:56:12"
"7405","U7405","2014-09-30 14:56:12"
"7406","U7406","2014-09-30 14:56:12"
"7407","U7407","2014-09-30 14:56:12"
"7408","U7408","2014-09-30 14:56:12"
"7409","U7409","2014-09-30 14:56:12"
"7410","U7410","2014-09-30 14:56:12"
"7411","U7411","2014-09-30 14:56:12"
"7412","U7412","2014-09-30 14:56:12"
"7413","U7413","2014-09-30 14:56:12"
"7414","U7414","2014-09-30 14:56:12"
"7415","U7415","2014-09-30 14:56:12"
"7416","U7416","2014-09-30 14:56:12"
"7417","U7417","2014-09-30 14:56:12"
"7418","U7418","2014-09-30 14:56:12"
"7419","U7419","2014-09-30 14:56:12"
"7420","U7420","2014-09-30 14:56:12"
"7421","U7421","2014-09-30 14:56:12"
"7422","U7422","2014-09-30 14:56:12"
"7423","U7423","2014-09-30 14:56:12"
"7424","U7424","2014-09-30 14:56:12"
"7425","U7425","2014-09-30 14:56:12"
"7426","U7426","2014-09-30 14:56:12"
"7427","U7427","2014-09-30 14:56:12"
"7428","U7428","2014-09-30 14:56:12"
"7429","U7429","2014-09-30 14:56:12"
"7430","U7430","2014-09-30 14:56:12"
"7431","U7431","2014-09-30 14:56:12"
"7432","U7432","2014-09-30 14:56:12"
"7433","U7433","2014-09-30 14:56:12"
"7434","U7434","2014-09-30 14:56:12"
"7435","U7435","2014-09-30 14:56:12"
"7436","U7436","2014-09-30 14:56:12"
"7437","U7437","2014-09-30 14:56:12"
"7438","U7438","2014-09-30 14:56:12"
"7439","U7439","2014-09-30 14:56:12"
"7440","U7440","2014-09-30 14:56:12"
"7441","U7441","2014-09-30 14:56:12"
"7442","U7442","2014-09-30 14:56:12"
"7443","U7443","2014-09-30 14:56:12"
"7444","U7444","2014-09-30 14:56:12"
"7445","U7445","2014-09-30 14:56:12"
"7446","U7446","2014-09-30 14:56:12"
"7447","U7447","2014-09-30 14:56:12"
"7448","U7448","2014-09-30 14:56:12"
"7449","U7449","2014-09-30 14:56:12"
"7450","U7450","2014-09-30 14:56:12"
"7451","U7451","2014-09-30 14:56:12"
"7452","U7452","2014-09-30 14:56:12"
"7453","U7453","2014-09-30 14:56:12"
"7454","U7454","2014-09-30 14:56:12"
"7455","U7455","2014-09-30 14:56:12"
"7456","U7456","2014-09-30 14:56:12"
"7457","U7457","2014-09-30 14:56:12"
"7458","U7458","2014-09-30 14:56:12"
"7459","U7459","2014-09-30 14:56:12"
"7460","U7460","2014-09-30 14:56:12"
"7461","U7461","2014-09-30 14:56:12"
"7462","U7462","2014-09-30 14:56:12"
"7463","U7463","2014-09-30 14:56:12"
"7464","U7464","2014-09-30 14:56:12"
"7465","U7465","2014-09-30 14:56:12"
"7466","U7466","2014-09-30 14:56:12"
"7467","U7467","2014-09-30 14:56:12"
"7468","U7468","2014-09-30 14:56:12"
"7469","U7469","2014-09-30 14:56:12"
"7470","U7470","2014-09-30 14:56:12"
"7471","U7471","2014-09-30 14:56:12"
"7472","U7472","2014-09-30 14:56:12"
"7473","U7473","2014-09-30 14:56:12"
"7474","U7474","2014-09-30 14:56:12"
"7475","U7475","2014-09-30 14:56:12"
"7476","U7476","2014-09-30 14:56:12"
"7477","U7477","2014-09-30 14:56:12"
"7478","U7478","2014-09-30 14:56:12"
"7479","U7479","2014-09-30 14:56:12"
"7480","U7480","2014-09-30 14:56:12"
"7481","U7481","2014-09-30 14:56:12"
"7482","U7482","2014-09-30 14:56:12"
"7483","U7483","2014-09-30 14:56:12"
"7484","U7484","2014-09-30 14:56:12"
"7485","U7485","2014-09-30 14:56:12"
"7486","U7486","2014-09-30 14:56:12"
"7487","U7487","2014-09-30 14:56:12"
"7488","U7488","2014-09-30 14:56:12"
"7489","U7489","2014-09-30 14:56:12"
"7490","U7490","2014-09-30 14:56:12"
"7491","U7491","2014-09-30 14:56:12"
"7492","U7492","2014-09-30 14:56:12"
"7493","U7493","2014-09-30 14:56:12"
"7494","U7494","2014-09-30 14:56:12"
"7495","U7495","2014-09-30 14:56:12"
"7496","U7496","2014-09-30 14:56:12"
"7497","U7497","2014-09-30 14:56:12"
"7498","U7498","2014-09-30 14:56:12"
"7499","U7499","2014-09-30 14:56:12"
"7500","U7500","2014-09-30 14:56:12"
"7501","U7501","2014-09-30 14:56:12"
"7502","U7502","2014-09-30 14:56:12"
"7503","U7503","2014-09-30 14:56:12"
"7504","U7504","2014-09-30 14:56:12"
"7505","U7505","2014-09-30 14:56:12"
"7506","U7506","2014-09-30 14:56:12"
"7507","U7507","2014-09-30 14:56:12"
"7508","U7508","2014-09-30 14:56:12"
"7509","U7509","2014-09-30 14:56:12"
"7510","U7510","2014-09-30 14:56:12"
"7511","U7511","2014-09-30 14:56:12"
"7512","U7512","2014-09-30 14:56:12"
"7513","U7513","2014-09-30 14:56:12"
"7514","U7514","2014-09-30 14:56:12"
"7515","U7515","2014-09-30 14:56:12"
"7516","U7516","2014-09-30 14:56:12"
"7517","U7517","2014-09-30 14:56:12"
"7518","U7518","2014-09-30 14:56:12"
"7519","U7519","2014-09-30 14:56:12"
"7520","U7520","2014-09-30 14:56:12"
"7521","U7521","2014-09-30 14:56:12"
"7522","U7522","2014-09-30 14:56:12"
"7523","U7523","2014-09-30 14:56:12"
"7524","U7524","2014-09-30 14:56:12"
"7525","U7525","2014-09-30 14:56:12"
"7526","U7526","2014-09-30 14:56:12"
"7527","U7527","2014-09-30 14:56:12"
"7528","U7528","2014-09-30 14:56:12"
"7529","U7529","2014-09-30 14:56:12"
"7530","U7530","2014-09-30 14:56:12"
"7531","U7531","2014-09-30 14:56:12"
"7532","U7532","2014-09-30 14:56:12"
"7533","U7533","2014-09-30 14:56:12"
"7534","U7534","2014-09-30 14:56:12"
"7535","U7535","2014-09-30 14:56:12"
"7536","U7536","2014-09-30 14:56:12"
