ITEM_ID,SIM_SCORE,HOT_LEVEL,CATEGORY,P_ID
"item2664","2","2","3","6597"
"item2665","3","3","4","6598"
"item2666","4","4","0","6599"
"item2667","5","5","1","6600"
"item2668","6","6","2","6601"
"item2669","7","7","3","6602"
"item2670","8","8","4","6603"
"item2671","9","9","0","6604"
"item2672","1","10","1","6605"
"item2673","2","2","2","6606"
"item2674","3","3","3","6607"
"item2675","4","4","4","6608"
"item2676","5","5","0","6609"
"item2677","6","6","1","6610"
"item2678","7","7","2","6611"
"item2679","8","8","3","6612"
"item2680","9","9","4","6613"
"item2681","1","10","0","6614"
"item2682","2","2","1","6615"
"item2683","3","3","2","6616"
"item2684","4","4","3","6617"
"item2685","5","5","4","6618"
"item2686","6","6","0","6619"
"item2687","7","7","1","6620"
"item2688","8","8","2","6621"
"item2689","9","9","3","6622"
"item2690","1","10","4","6623"
"item2691","2","2","0","6624"
"item2692","3","3","1","6625"
"item2693","4","4","2","6626"
"item2694","5","5","3","6627"
"item2695","6","6","4","6628"
"item2696","7","7","0","6629"
"item2697","8","8","1","6630"
"item2698","9","9","2","6631"
"item2699","1","10","3","6632"
"item2700","2","2","4","6633"
"item2701","3","3","0","6634"
"item2702","4","4","1","6635"
"item2703","5","5","2","6636"
"item2704","6","6","3","6637"
"item2705","7","7","4","6638"
"item2706","8","8","0","6639"
"item2707","9","9","1","6640"
"item2708","1","10","2","6641"
"item2709","2","2","3","6642"
"item2710","3","3","4","6643"
"item2711","4","4","0","6644"
"item2712","5","5","1","6645"
"item2713","6","6","2","6646"
"item2714","7","7","3","6647"
"item2715","8","8","4","6648"
"item2716","9","9","0","6649"
"item2717","1","10","1","6650"
"item2718","2","2","2","6651"
"item2719","3","3","3","6652"
"item2720","4","4","4","6653"
"item2721","5","5","0","6654"
"item2722","6","6","1","6655"
"item2723","7","7","2","6656"
"item2724","8","8","3","6657"
"item2725","9","9","4","6658"
"item2726","1","10","0","6659"
"item2727","2","2","1","6660"
"item2728","3","3","2","6661"
"item2729","4","4","3","6662"
"item2730","5","5","4","6663"
"item2731","6","6","0","6664"
"item2732","7","7","1","6665"
"item2733","8","8","2","6666"
"item2734","9","9","3","6667"
"item2735","1","10","4","6668"
"item2736","2","2","0","6669"
"item2737","3","3","1","6670"
"item2738","4","4","2","6671"
"item2739","5","5","3","6672"
"item2740","6","6","4","6673"
"item2741","7","7","0","6674"
"item2742","8","8","1","6675"
"item2743","9","9","2","6676"
"item2744","1","10","3","6677"
"item2745","2","2","4","6678"
"item2746","3","3","0","6679"
"item2747","4","4","1","6680"
"item2748","5","5","2","6681"
"item2749","6","6","3","6682"
"item2750","7","7","4","6683"
"item2751","8","8","0","6684"
"item2752","9","9","1","6685"
"item2753","1","10","2","6686"
"item2754","2","2","3","6687"
"item2755","3","3","4","6688"
"item2756","4","4","0","6689"
"item2757","5","5","1","6690"
"item2758","6","6","2","6691"
"item2759","7","7","3","6692"
"item2760","8","8","4","6693"
"item2761","9","9","0","6694"
"item2762","1","10","1","6695"
"item2763","2","2","2","6696"
"item2764","3","3","3","6697"
"item2765","4","4","4","6698"
"item2766","5","5","0","6699"
"item2767","6","6","1","6700"
"item2768","7","7","2","6701"
"item2769","8","8","3","6702"
"item2770","9","9","4","6703"
"item2771","1","10","0","6704"
"item2772","2","2","1","6705"
"item2773","3","3","2","6706"
"item2774","4","4","3","6707"
"item2775","5","5","4","6708"
"item2776","6","6","0","6709"
"item2777","7","7","1","6710"
"item2778","8","8","2","6711"
"item2779","9","9","3","6712"
"item2780","1","10","4","6713"
"item2781","2","2","0","6714"
"item2782","3","3","1","6715"
"item2783","4","4","2","6716"
"item2784","5","5","3","6717"
"item2785","6","6","4","6718"
"item2786","7","7","0","6719"
"item2787","8","8","1","6720"
"item2788","9","9","2","6721"
"item2789","1","10","3","6722"
"item2790","2","2","4","6723"
"item2791","3","3","0","6724"
"item2792","4","4","1","6725"
"item2793","5","5","2","6726"
"item2794","6","6","3","6727"
"item2795","7","7","4","6728"
"item2796","8","8","0","6729"
"item2797","9","9","1","6730"
"item2798","1","10","2","6731"
"item2799","2","2","3","6732"
"item2800","3","3","4","6733"
"item2801","4","4","0","6734"
"item2802","5","5","1","6735"
"item2803","6","6","2","6736"
"item2804","7","7","3","6737"
"item2805","8","8","4","6738"
"item2806","9","9","0","6739"
"item2807","1","10","1","6740"
"item2808","2","2","2","6741"
"item2809","3","3","3","6742"
"item2810","4","4","4","6743"
"item2811","5","5","0","6744"
"item2812","6","6","1","6745"
"item2813","7","7","2","6746"
"item2814","8","8","3","6747"
"item2815","9","9","4","6748"
"item2816","1","10","0","6749"
"item2817","2","2","1","6750"
"item2818","3","3","2","6751"
"item2819","4","4","3","6752"
"item2820","5","5","4","6753"
"item2821","6","6","0","6754"
"item2822","7","7","1","6755"
"item2823","8","8","2","6756"
"item2824","9","9","3","6757"
"item2825","1","10","4","6758"
"item2826","2","2","0","6759"
"item2827","3","3","1","6760"
"item2828","4","4","2","6761"
"item2829","5","5","3","6762"
"item2830","6","6","4","6763"
"item2831","7","7","0","6764"
"item2832","8","8","1","6765"
"item2833","9","9","2","6766"
"item2834","1","10","3","6767"
"item2835","2","2","4","6768"
"item2836","3","3","0","6769"
"item2837","4","4","1","6770"
"item2838","5","5","2","6771"
"item2839","6","6","3","6772"
"item2840","7","7","4","6773"
"item2841","8","8","0","6774"
"item2842","9","9","1","6775"
"item2843","1","10","2","6776"
"item2844","2","2","3","6777"
"item2845","3","3","4","6778"
"item2846","4","4","0","6779"
"item2847","5","5","1","6780"
"item2848","6","6","2","6781"
"item2849","7","7","3","6782"
"item2850","8","8","4","6783"
"item2851","9","9","0","6784"
"item2852","1","10","1","6785"
"item2853","2","2","2","6786"
"item2854","3","3","3","6787"
"item2855","4","4","4","6788"
"item2856","5","5","0","6789"
"item2857","6","6","1","6790"
"item2858","7","7","2","6791"
"item2859","8","8","3","6792"
"item2860","9","9","4","6793"
"item2861","1","10","0","6794"
"item2862","2","2","1","6795"
"item2863","3","3","2","6796"
"item2864","4","4","3","6797"
"item2865","5","5","4","6798"
"item2866","6","6","0","6799"
"item2867","7","7","1","6800"
"item2868","8","8","2","6801"
"item2869","9","9","3","6802"
"item2870","1","10","4","6803"
"item2871","2","2","0","6804"
"item2872","3","3","1","6805"
"item2873","4","4","2","6806"
"item2874","5","5","3","6807"
"item2875","6","6","4","6808"
"item2876","7","7","0","6809"
"item2877","8","8","1","6810"
"item2878","9","9","2","6811"
"item2879","1","10","3","6812"
"item2880","2","2","4","6813"
"item2881","3","3","0","6814"
"item2882","4","4","1","6815"
"item2883","5","5","2","6816"
"item2884","6","6","3","6817"
"item2885","7","7","4","6818"
"item2886","8","8","0","6819"
"item2887","9","9","1","6820"
"item2888","1","10","2","6821"
"item2889","2","2","3","6822"
"item2890","3","3","4","6823"
"item2891","4","4","0","6824"
"item2892","5","5","1","6825"
"item2893","6","6","2","6826"
"item2894","7","7","3","6827"
"item2895","8","8","4","6828"
"item2896","9","9","0","6829"
"item2897","1","10","1","6830"
"item2898","2","2","2","6831"
"item2899","3","3","3","6832"
"item2900","4","4","4","6833"
"item2901","5","5","0","6834"
"item2902","6","6","1","6835"
"item2903","7","7","2","6836"
"item2904","8","8","3","6837"
"item2905","9","9","4","6838"
"item2906","1","10","0","6839"
"item2907","2","2","1","6840"
"item2908","3","3","2","6841"
"item2909","4","4","3","6842"
"item2910","5","5","4","6843"
"item2911","6","6","0","6844"
"item2912","7","7","1","6845"
"item2913","8","8","2","6846"
"item2914","9","9","3","6847"
"item2915","1","10","4","6848"
"item2916","2","2","0","6849"
"item2917","3","3","1","6850"
"item2918","4","4","2","6851"
"item2919","5","5","3","6852"
"item2920","6","6","4","6853"
"item2921","7","7","0","6854"
"item2922","8","8","1","6855"
"item2923","9","9","2","6856"
"item2924","1","10","3","6857"
"item2925","2","2","4","6858"
"item2926","3","3","0","6859"
"item2927","4","4","1","6860"
"item2928","5","5","2","6861"
"item2929","6","6","3","6862"
"item2930","7","7","4","6863"
"item2931","8","8","0","6864"
"item2932","9","9","1","6865"
"item2933","1","10","2","6866"
"item2934","2","2","3","6867"
"item2935","3","3","4","6868"
"item2936","4","4","0","6869"
"item2937","5","5","1","6870"
"item2938","6","6","2","6871"
"item2939","7","7","3","6872"
"item2940","8","8","4","6873"
"item2941","9","9","0","6874"
"item2942","1","10","1","6875"
"item2943","2","2","2","6876"
"item2944","3","3","3","6877"
"item2945","4","4","4","6878"
"item2946","5","5","0","6879"
"item2947","6","6","1","6880"
"item2948","7","7","2","6881"
"item2949","8","8","3","6882"
"item2950","9","9","4","6883"
"item2951","1","10","0","6884"
"item2952","2","2","1","6885"
"item2953","3","3","2","6886"
"item2954","4","4","3","6887"
"item2955","5","5","4","6888"
"item2956","6","6","0","6889"
"item2957","7","7","1","6890"
"item2958","8","8","2","6891"
"item2959","9","9","3","6892"
"item2960","1","10","4","6893"
"item2961","2","2","0","6894"
"item2962","3","3","1","6895"
"item2963","4","4","2","6896"
"item2964","5","5","3","6897"
"item2965","6","6","4","6898"
"item2966","7","7","0","6899"
"item2967","8","8","1","6900"
"item2968","9","9","2","6901"
"item2969","1","10","3","6902"
"item2970","2","2","4","6903"
"item2971","3","3","0","6904"
"item2972","4","4","1","6905"
"item2973","5","5","2","6906"
"item2974","6","6","3","6907"
"item2975","7","7","4","6908"
"item2976","8","8","0","6909"
"item2977","9","9","1","6910"
"item2978","1","10","2","6911"
"item2979","2","2","3","6912"
"item2980","3","3","4","6913"
"item2981","4","4","0","6914"
"item2982","5","5","1","6915"
"item2983","6","6","2","6916"
"item2984","7","7","3","6917"
"item2985","8","8","4","6918"
"item2986","9","9","0","6919"
"item2987","1","10","1","6920"
"item2988","2","2","2","6921"
"item2989","3","3","3","6922"
"item2990","4","4","4","6923"
"item2991","5","5","0","6924"
"item2992","6","6","1","6925"
"item2993","7","7","2","6926"
"item2994","8","8","3","6927"
"item2995","9","9","4","6928"
"item2996","1","10","0","6929"
"item2997","2","2","1","6930"
"item2998","3","3","2","6931"
"item2999","4","4","3","6932"
"item3000","5","5","4","6933"
"item3001","6","6","0","6934"
"item3002","7","7","1","6935"
"item3003","8","8","2","6936"
"item3004","9","9","3","6937"
"item3005","1","10","4","6938"
"item3006","2","2","0","6939"
"item3007","3","3","1","6940"
"item3008","4","4","2","6941"
"item3009","5","5","3","6942"
"item3010","6","6","4","6943"
"item3011","7","7","0","6944"
"item3012","8","8","1","6945"
"item3013","9","9","2","6946"
"item3014","1","10","3","6947"
"item3015","2","2","4","6948"
"item3016","3","3","0","6949"
"item3017","4","4","1","6950"
"item3018","5","5","2","6951"
"item3019","6","6","3","6952"
"item3020","7","7","4","6953"
"item3021","8","8","0","6954"
"item3022","9","9","1","6955"
"item3023","1","10","2","6956"
"item3024","2","2","3","6957"
"item3025","3","3","4","6958"
"item3026","4","4","0","6959"
"item3027","5","5","1","6960"
"item3028","6","6","2","6961"
"item3029","7","7","3","6962"
"item3030","8","8","4","6963"
"item3031","9","9","0","6964"
"item3032","1","10","1","6965"
"item3033","2","2","2","6966"
"item3034","3","3","3","6967"
"item3035","4","4","4","6968"
"item3036","5","5","0","6969"
"item3037","6","6","1","6970"
"item3038","7","7","2","6971"
"item3039","8","8","3","6972"
"item3040","9","9","4","6973"
"item3041","1","10","0","6974"
"item3042","2","2","1","6975"
"item3043","3","3","2","6976"
"item3044","4","4","3","6977"
"item3045","5","5","4","6978"
"item3046","6","6","0","6979"
"item3047","7","7","1","6980"
"item3048","8","8","2","6981"
"item3049","9","9","3","6982"
"item3050","1","10","4","6983"
"item3051","2","2","0","6984"
"item3052","3","3","1","6985"
"item3053","4","4","2","6986"
"item3054","5","5","3","6987"
"item3055","6","6","4","6988"
"item3056","7","7","0","6989"
"item3057","8","8","1","6990"
"item3058","9","9","2","6991"
"item3059","1","10","3","6992"
"item3060","2","2","4","6993"
"item3061","3","3","0","6994"
"item3062","4","4","1","6995"
"item3063","5","5","2","6996"
"item3064","6","6","3","6997"
"item3065","7","7","4","6998"
"item3066","8","8","0","6999"
"item3067","9","9","1","7000"
"item3068","1","10","2","7001"
"item3069","2","2","3","7002"
"item3070","3","3","4","7003"
"item3071","4","4","0","7004"
"item3072","5","5","1","7005"
"item3073","6","6","2","7006"
"item3074","7","7","3","7007"
"item3075","8","8","4","7008"
"item3076","9","9","0","7009"
"item3077","1","10","1","7010"
"item3078","2","2","2","7011"
"item3079","3","3","3","7012"
"item3080","4","4","4","7013"
"item3081","5","5","0","7014"
"item3082","6","6","1","7015"
"item3083","7","7","2","7016"
"item3084","8","8","3","7017"
"item3085","9","9","4","7018"
"item3086","1","10","0","7019"
"item3087","2","2","1","7020"
"item3088","3","3","2","7021"
"item3089","4","4","3","7022"
"item3090","5","5","4","7023"
"item3091","6","6","0","7024"
"item3092","7","7","1","7025"
"item3093","8","8","2","7026"
"item3094","9","9","3","7027"
"item3095","1","10","4","7028"
"item3096","2","2","0","7029"
"item3097","3","3","1","7030"
"item3098","4","4","2","7031"
"item3099","5","5","3","7032"
"item3100","6","6","4","7033"
"item3101","7","7","0","7034"
"item3102","8","8","1","7035"
"item3103","9","9","2","7036"
"item3104","1","10","3","7037"
"item3105","2","2","4","7038"
"item3106","3","3","0","7039"
"item3107","4","4","1","7040"
"item3108","5","5","2","7041"
"item3109","6","6","3","7042"
"item3110","7","7","4","7043"
"item3111","8","8","0","7044"
"item3112","9","9","1","7045"
"item3113","1","10","2","7046"
"item3114","2","2","3","7047"
"item3115","3","3","4","7048"
"item3116","4","4","0","7049"
"item3117","5","5","1","7050"
"item3118","6","6","2","7051"
"item3119","7","7","3","7052"
"item3120","8","8","4","7053"
"item3121","9","9","0","7054"
"item3122","1","10","1","7055"
"item3123","2","2","2","7056"
"item3124","3","3","3","7057"
"item3125","4","4","4","7058"
"item3126","5","5","0","7059"
"item3127","6","6","1","7060"
"item3128","7","7","2","7061"
"item3129","8","8","3","7062"
"item3130","9","9","4","7063"
"item3131","1","10","0","7064"
"item3132","2","2","1","7065"
"item3133","3","3","2","7066"
"item3134","4","4","3","7067"
"item3135","5","5","4","7068"
"item3136","6","6","0","7069"
"item3137","7","7","1","7070"
"item3138","8","8","2","7071"
"item3139","9","9","3","7072"
"item3140","1","10","4","7073"
"item3141","2","2","0","7074"
"item3142","3","3","1","7075"
"item3143","4","4","2","7076"
"item3144","5","5","3","7077"
"item3145","6","6","4","7078"
"item3146","7","7","0","7079"
"item3147","8","8","1","7080"
"item3148","9","9","2","7081"
"item3149","1","10","3","7082"
"item3150","2","2","4","7083"
"item3151","3","3","0","7084"
"item3152","4","4","1","7085"
"item3153","5","5","2","7086"
"item3154","6","6","3","7087"
"item3155","7","7","4","7088"
"item3156","8","8","0","7089"
"item3157","9","9","1","7090"
"item3158","1","10","2","7091"
"item3159","2","2","3","7092"
"item3160","3","3","4","7093"
"item3161","4","4","0","7094"
"item3162","5","5","1","7095"
"item3163","6","6","2","7096"
"item3164","7","7","3","7097"
"item3165","8","8","4","7098"
"item3166","9","9","0","7099"
"item3167","1","10","1","7100"
"item3168","2","2","2","7101"
"item3169","3","3","3","7102"
"item3170","4","4","4","7103"
"item3171","5","5","0","7104"
"item3172","6","6","1","7105"
"item3173","7","7","2","7106"
"item3174","8","8","3","7107"
"item3175","9","9","4","7108"
"item3176","1","10","0","7109"
"item3177","2","2","1","7110"
"item3178","3","3","2","7111"
"item3179","4","4","3","7112"
"item3180","5","5","4","7113"
"item3181","6","6","0","7114"
"item3182","7","7","1","7115"
"item3183","8","8","2","7116"
"item3184","9","9","3","7117"
"item3185","1","10","4","7118"
"item3186","2","2","0","7119"
"item3187","3","3","1","7120"
"item3188","4","4","2","7121"
"item3189","5","5","3","7122"
"item3190","6","6","4","7123"
"item3191","7","7","0","7124"
"item3192","8","8","1","7125"
"item3193","9","9","2","7126"
"item3194","1","10","3","7127"
"item3195","2","2","4","7128"
"item3196","3","3","0","7129"
"item3197","4","4","1","7130"
"item3198","5","5","2","7131"
"item3199","6","6","3","7132"
"item3200","7","7","4","7133"
"item3201","8","8","0","7134"
"item3202","9","9","1","7135"
"item3203","1","10","2","7136"
"item3204","2","2","3","7137"
"item3205","3","3","4","7138"
"item3206","4","4","0","7139"
"item3207","5","5","1","7140"
"item3208","6","6","2","7141"
"item3209","7","7","3","7142"
"item3210","8","8","4","7143"
"item3211","9","9","0","7144"
"item3212","1","10","1","7145"
"item3213","2","2","2","7146"
"item3214","3","3","3","7147"
"item3215","4","4","4","7148"
"item3216","5","5","0","7149"
"item3217","6","6","1","7150"
"item3218","7","7","2","7151"
"item3219","8","8","3","7152"
"item3220","9","9","4","7153"
"item3221","1","10","0","7154"
"item3222","2","2","1","7155"
"item3223","3","3","2","7156"
"item3224","4","4","3","7157"
"item3225","5","5","4","7158"
"item3226","6","6","0","7159"
"item3227","7","7","1","7160"
"item3228","8","8","2","7161"
"item3229","9","9","3","7162"
"item3230","1","10","4","7163"
"item3231","2","2","0","7164"
"item3232","3","3","1","7165"
"item3233","4","4","2","7166"
"item3234","5","5","3","7167"
"item3235","6","6","4","7168"
"item3236","7","7","0","7169"
"item3237","8","8","1","7170"
"item3238","9","9","2","7171"
"item3239","1","10","3","7172"
"item3240","2","2","4","7173"
"item3241","3","3","0","7174"
"item3242","4","4","1","7175"
"item3243","5","5","2","7176"
"item3244","6","6","3","7177"
"item3245","7","7","4","7178"
"item3246","8","8","0","7179"
"item3247","9","9","1","7180"
"item3248","1","10","2","7181"
"item3249","2","2","3","7182"
"item3250","3","3","4","7183"
"item3251","4","4","0","7184"
"item3252","5","5","1","7185"
"item3253","6","6","2","7186"
"item3254","7","7","3","7187"
"item3255","8","8","4","7188"
"item3256","9","9","0","7189"
"item3257","1","10","1","7190"
"item3258","2","2","2","7191"
"item3259","3","3","3","7192"
"item3260","4","4","4","7193"
"item3261","5","5","0","7194"
"item3262","6","6","1","7195"
"item3263","7","7","2","7196"
"item3264","8","8","3","7197"
"item3265","9","9","4","7198"
"item3266","1","10","0","7199"
"item3267","2","2","1","7200"
"item3268","3","3","2","7201"
"item3269","4","4","3","7202"
"item3270","5","5","4","7203"
"item3271","6","6","0","7204"
"item3272","7","7","1","7205"
"item3273","8","8","2","7206"
"item3274","9","9","3","7207"
"item3275","1","10","4","7208"
"item3276","2","2","0","7209"
"item3277","3","3","1","7210"
"item3278","4","4","2","7211"
"item3279","5","5","3","7212"
"item3280","6","6","4","7213"
"item3281","7","7","0","7214"
"item3282","8","8","1","7215"
"item3283","9","9","2","7216"
"item3284","1","10","3","7217"
"item3285","2","2","4","7218"
"item3286","3","3","0","7219"
"item3287","4","4","1","7220"
"item3288","5","5","2","7221"
"item3289","6","6","3","7222"
"item3290","7","7","4","7223"
"item3291","8","8","0","7224"
"item3292","9","9","1","7225"
"item3293","1","10","2","7226"
"item3294","2","2","3","7227"
"item3295","3","3","4","7228"
"item3296","4","4","0","7229"
"item3297","5","5","1","7230"
"item3298","6","6","2","7231"
"item3299","7","7","3","7232"
"item3300","8","8","4","7233"
"item3301","9","9","0","7234"
"item3302","1","10","1","7235"
"item3303","2","2","2","7236"
"item3304","3","3","3","7237"
"item3305","4","4","4","7238"
"item3306","5","5","0","7239"
"item3307","6","6","1","7240"
"item3308","7","7","2","7241"
"item3309","8","8","3","7242"
"item3310","9","9","4","7243"
"item3311","1","10","0","7244"
"item3312","2","2","1","7245"
"item3313","3","3","2","7246"
"item3314","4","4","3","7247"
"item3315","5","5","4","7248"
"item3316","6","6","0","7249"
"item3317","7","7","1","7250"
"item3318","8","8","2","7251"
"item3319","9","9","3","7252"
"item3320","1","10","4","7253"
"item3321","2","2","0","7254"
"item3322","3","3","1","7255"
"item3323","4","4","2","7256"
"item3324","5","5","3","7257"
"item3325","6","6","4","7258"
"item3326","7","7","0","7259"
"item3327","8","8","1","7260"
"item3328","9","9","2","7261"
"item3329","1","10","3","7262"
"item3330","2","2","4","7263"
"item3331","3","3","0","7264"
"item3332","4","4","1","7265"
"item3333","5","5","2","7266"
"item3334","6","6","3","7267"
"item3335","7","7","4","7268"
"item3336","8","8","0","7269"
"item3337","9","9","1","7270"
"item3338","1","10","2","7271"
"item3339","2","2","3","7272"
"item3340","3","3","4","7273"
"item3341","4","4","0","7274"
"item3342","5","5","1","7275"
"item3343","6","6","2","7276"
"item3344","7","7","3","7277"
"item3345","8","8","4","7278"
"item3346","9","9","0","7279"
"item3347","1","10","1","7280"
"item3348","2","2","2","7281"
"item3349","3","3","3","7282"
"item3350","4","4","4","7283"
"item3351","5","5","0","7284"
"item3352","6","6","1","7285"
"item3353","7","7","2","7286"
"item3354","8","8","3","7287"
"item3355","9","9","4","7288"
"item3356","1","10","0","7289"
"item3357","2","2","1","7290"
"item3358","3","3","2","7291"
"item3359","4","4","3","7292"
"item3360","5","5","4","7293"
"item3361","6","6","0","7294"
"item3362","7","7","1","7295"
"item3363","8","8","2","7296"
"item3364","9","9","3","7297"
"item3365","1","10","4","7298"
"item3366","2","2","0","7299"
"item3367","3","3","1","7300"
"item3368","4","4","2","7301"
"item3369","5","5","3","7302"
"item3370","6","6","4","7303"
"item3371","7","7","0","7304"
"item3372","8","8","1","7305"
"item3373","9","9","2","7306"
"item3374","1","10","3","7307"
"item3375","2","2","4","7308"
"item3376","3","3","0","7309"
"item3377","4","4","1","7310"
"item3378","5","5","2","7311"
"item3379","6","6","3","7312"
"item3380","7","7","4","7313"
"item3381","8","8","0","7314"
"item3382","9","9","1","7315"
"item3383","1","10","2","7316"
"item3384","2","2","3","7317"
"item3385","3","3","4","7318"
"item3386","4","4","0","7319"
"item3387","5","5","1","7320"
"item3388","6","6","2","7321"
"item3389","7","7","3","7322"
"item3390","8","8","4","7323"
"item3391","9","9","0","7324"
"item3392","1","10","1","7325"
"item3393","2","2","2","7326"
"item3394","3","3","3","7327"
"item3395","4","4","4","7328"
"item3396","5","5","0","7329"
"item3397","6","6","1","7330"
"item3398","7","7","2","7331"
"item3399","8","8","3","7332"
"item3400","9","9","4","7333"
"item3401","1","10","0","7334"
"item3402","2","2","1","7335"
"item3403","3","3","2","7336"
"item3404","4","4","3","7337"
"item3405","5","5","4","7338"
"item3406","6","6","0","7339"
"item3407","7","7","1","7340"
"item3408","8","8","2","7341"
"item3409","9","9","3","7342"
"item3410","1","10","4","7343"
"item3411","2","2","0","7344"
"item3412","3","3","1","7345"
"item3413","4","4","2","7346"
"item3414","5","5","3","7347"
"item3415","6","6","4","7348"
"item3416","7","7","0","7349"
"item3417","8","8","1","7350"
"item3418","9","9","2","7351"
"item3419","1","10","3","7352"
"item3420","2","2","4","7353"
"item3421","3","3","0","7354"
"item3422","4","4","1","7355"
"item3423","5","5","2","7356"
"item3424","6","6","3","7357"
"item3425","7","7","4","7358"
"item3426","8","8","0","7359"
"item3427","9","9","1","7360"
"item3428","1","10","2","7361"
"item3429","2","2","3","7362"
"item3430","3","3","4","7363"
"item3431","4","4","0","7364"
"item3432","5","5","1","7365"
"item3433","6","6","2","7366"
"item3434","7","7","3","7367"
"item3435","8","8","4","7368"
"item3436","9","9","0","7369"
"item3437","1","10","1","7370"
"item3438","2","2","2","7371"
"item3439","3","3","3","7372"
"item3440","4","4","4","7373"
"item3441","5","5","0","7374"
"item3442","6","6","1","7375"
"item3443","7","7","2","7376"
"item3444","8","8","3","7377"
"item3445","9","9","4","7378"
"item3446","1","10","0","7379"
"item3447","2","2","1","7380"
"item3448","3","3","2","7381"
"item3449","4","4","3","7382"
"item3450","5","5","4","7383"
"item3451","6","6","0","7384"
"item3452","7","7","1","7385"
"item3453","8","8","2","7386"
"item3454","9","9","3","7387"
"item3455","1","10","4","7388"
"item3456","2","2","0","7389"
"item3457","3","3","1","7390"
"item3458","4","4","2","7391"
"item3459","5","5","3","7392"
"item3460","6","6","4","7393"
"item3461","7","7","0","7394"
"item3462","8","8","1","7395"
"item3463","9","9","2","7396"
"item3464","1","10","3","7397"
"item3465","2","2","4","7398"
"item3466","3","3","0","7399"
"item3467","4","4","1","7400"
"item3468","5","5","2","7401"
"item3469","6","6","3","7402"
"item3470","7","7","4","7403"
"item3471","8","8","0","7404"
"item3472","9","9","1","7405"
"item3473","1","10","2","7406"
"item3474","2","2","3","7407"
"item3475","3","3","4","7408"
"item3476","4","4","0","7409"
"item3477","5","5","1","7410"
"item3478","6","6","2","7411"
"item3479","7","7","3","7412"
"item3480","8","8","4","7413"
"item3481","9","9","0","7414"
"item3482","1","10","1","7415"
"item3483","2","2","2","7416"
"item3484","3","3","3","7417"
"item3485","4","4","4","7418"
"item3486","5","5","0","7419"
"item3487","6","6","1","7420"
"item3488","7","7","2","7421"
"item3489","8","8","3","7422"
"item3490","9","9","4","7423"
"item3491","1","10","0","7424"
"item3492","2","2","1","7425"
"item3493","3","3","2","7426"
"item3494","4","4","3","7427"
"item3495","5","5","4","7428"
"item3496","6","6","0","7429"
"item3497","7","7","1","7430"
"item3498","8","8","2","7431"
"item3499","9","9","3","7432"
"item3500","1","10","4","7433"
"item3501","2","2","0","7434"
"item3502","3","3","1","7435"
"item3503","4","4","2","7436"
"item3504","5","5","3","7437"
"item3505","6","6","4","7438"
"item3506","7","7","0","7439"
"item3507","8","8","1","7440"
"item3508","9","9","2","7441"
"item3509","1","10","3","7442"
"item3510","2","2","4","7443"
"item3511","3","3","0","7444"
"item3512","4","4","1","7445"
"item3513","5","5","2","7446"
"item3514","6","6","3","7447"
"item3515","7","7","4","7448"
"item3516","8","8","0","7449"
"item3517","9","9","1","7450"
"item3518","1","10","2","7451"
"item3519","2","2","3","7452"
"item3520","3","3","4","7453"
"item3521","4","4","0","7454"
"item3522","5","5","1","7455"
"item3523","6","6","2","7456"
"item3524","7","7","3","7457"
"item3525","8","8","4","7458"
"item3526","9","9","0","7459"
"item3527","1","10","1","7460"
"item3528","2","2","2","7461"
"item3529","3","3","3","7462"
"item3530","4","4","4","7463"
"item3531","5","5","0","7464"
"item3532","6","6","1","7465"
"item3533","7","7","2","7466"
"item3534","8","8","3","7467"
"item3535","9","9","4","7468"
"item3536","1","10","0","7469"
"item3537","2","2","1","7470"
"item3538","3","3","2","7471"
"item3539","4","4","3","7472"
"item3540","5","5","4","7473"
"item3541","6","6","0","7474"
"item3542","7","7","1","7475"
"item3543","8","8","2","7476"
"item3544","9","9","3","7477"
"item3545","1","10","4","7478"
"item3546","2","2","0","7479"
"item3547","3","3","1","7480"
"item3548","4","4","2","7481"
"item3549","5","5","3","7482"
"item3550","6","6","4","7483"
"item3551","7","7","0","7484"
"item3552","8","8","1","7485"
"item3553","9","9","2","7486"
"item3554","1","10","3","7487"
"item3555","2","2","4","7488"
"item3556","3","3","0","7489"
"item3557","4","4","1","7490"
"item3558","5","5","2","7491"
"item3559","6","6","3","7492"
"item3560","7","7","4","7493"
"item3561","8","8","0","7494"
"item3562","9","9","1","7495"
"item3563","1","10","2","7496"
"item3564","2","2","3","7497"
"item3565","3","3","4","7498"
"item3566","4","4","0","7499"
"item3567","5","5","1","7500"
"item3568","6","6","2","7501"
"item3569","7","7","3","7502"
"item3570","8","8","4","7503"
"item3571","9","9","0","7504"
"item3572","1","10","1","7505"
"item3573","2","2","2","7506"
"item3574","3","3","3","7507"
"item3575","4","4","4","7508"
"item3576","5","5","0","7509"
"item3577","6","6","1","7510"
"item3578","7","7","2","7511"
"item3579","8","8","3","7512"
"item3580","9","9","4","7513"
"item3581","1","10","0","7514"
"item3582","2","2","1","7515"
"item3583","3","3","2","7516"
"item3584","4","4","3","7517"
"item3585","5","5","4","7518"
"item3586","6","6","0","7519"
"item3587","7","7","1","7520"
"item3588","8","8","2","7521"
"item3589","9","9","3","7522"
"item3590","1","10","4","7523"
"item3591","2","2","0","7524"
"item3592","3","3","1","7525"
"item3593","4","4","2","7526"
